,Area_sq.ft,Price,Price_per_sq.ft,Locality,Booking_start,Agent_Name,Direction,parking,Type_BHK,Type_Of_House
1290,1476,139.0,9417,Tellapur        ,8,SR Reddy,east,Yes,3BHK,Apartment
1291,2500,191.0,7649,Rama Rao Nagar        ,10,Swati Rao,south,Yes,3BHK,Apartment
1292,921,52.83,5736,Asbestos Colony        ,18,Vilas Singh,east,Yes,2BHK,Apartment
1293,1200,54.0,4500,Shamirpet Road        ,2,Swapnil,north east,No,2BHK,Apartment
1294,924,41.76,4519,Lothukunta        ,11,Velcy,east,Yes,2BHK,Apartment
1295,1800,52.0,2889,Adibatla        ,3,RAVULA RAMBABU,east,UnKnown,Plot,Plot
1296,1238,75.29,6082,Adibatla        ,3,RAVULA RAMBABU,east,Yes,3BHK,Apartment
1297,1647,25.62,1556,Srisailam Highway        ,3,RAVULA RAMBABU,east,UnKnown,Plot,Plot
1298,1140,67.0,5877,Tukkuguda        ,11,Raju,north east,Yes,3BHK,Apartment
1299,1320,22.0,1667,Shadnagar        ,12,Asha,east,UnKnown,Plot,Plot
1300,1080,66.0,6111,Begumpet        ,20,genuine properties properties,east,Yes,3BHK,Apartment
1301,1485,24.74,1667,Farooq Nagar        ,14,Avvaru Yedukondalu,east,UnKnown,Plot,Plot
1302,638,38.0,5956,Bandlaguda        ,11,Raju,east,No,2BHK,Apartment
1303,1500,29.3,1953,Ghatkesar        ,25,vanivas1017,north,UnKnown,Plot,Plot
1304,4356,50.82,1167,Srisailam Highway        ,6,Kamireddy vasudeva,north east,UnKnown,Plot,Plot
1305,700,37.0,5286,Isnapur        ,16,dheeravathramkoti,east,Yes,3BHK,Apartment
1306,1800,42.0,2333,Manneguda        ,10,svenkatreddy,north east,UnKnown,Plot,Plot
1307,1242,85.0,6844,Madinaguda        ,29,Sivashanakar,east,Yes,2BHK,Apartment
1308,1650,29.33,1778,Kadthal        ,12,LAKSHMAREDDY,east,UnKnown,Plot,Plot
1309,1610,189.0,11739,Tellapur        ,7,Jyoti Mehta,north east,Yes,3BHK,Apartment
1310,2400,200.0,8333,Dr. A. S. Rao Nagar        ,4,Akash Kumar,east,UnKnown,Plot,Plot
1311,1350,37.5,2778,Shadnagar        ,16,daya,east,UnKnown,Plot,Plot
1312,1132,66.5,5875,Tukkuguda        ,12,Raju,north east,Yes,3BHK,Apartment
1313,3001,318.0,10601,Kokapet        ,3,K P Raju,east,No,4BHK,Apartment
1314,1485,16.49,1111,Yadagirigutta        ,16,Avvaru Yedukondalu,east,UnKnown,Plot,Plot
1315,1555,150.0,9646,Chanda Nagar        ,7,Rouby Mehta,east,Yes,3BHK,Apartment
1316,2700,67.5,2500,Shankarpalli        ,10,Saddam Hussain,east,UnKnown,Plot,Plot
1317,1800,32.4,1800,Tukkuguda        ,10,Preethiba,west,UnKnown,Plot,Plot
1318,1500,14.25,950,Shadnagar        ,10,Bijay,north,UnKnown,Plot,Plot
1319,1200,12.0,1000,Sadashivpet        ,10,Mahindra Kumar,east,UnKnown,Plot,Plot
1320,1800,64.0,3556,Srisailam Highway        ,3,venkat,east,UnKnown,Plot,Plot
1321,1165,87.14,7480,Sri Sai Nagar-Chintalakunta        ,10,Sharada,east,Yes,2BHK,Apartment
1322,2000,176.0,8800,Ravindra Nagar-Nacharam        ,2,Murli,north east,Yes,3BHK,Apartment
1323,1315,50.57,3846,Narsingi        ,25,Mitesh Sinha,east,Yes,3BHK,Apartment
1324,2076,202.0,9750,Kondapur        ,17,Radhika Sharma,east,Yes,3BHK,Apartment
1325,1350,37.8,2800,Adibatla        ,10,Iraivanan,east,UnKnown,Plot,Plot
1326,4500,67.5,1500,Kothur        ,10,Paushuwali,west,UnKnown,Plot,Plot
1327,1350,40.0,2963,Shadnagar        ,10,Ishita Gupta,east,UnKnown,Plot,Plot
1328,5600,140.0,2500,Shamshabad        ,10,Prakash Kumar,east,UnKnown,Plot,Plot
1329,1600,21.6,1350,Ghatkesar        ,10,Poopesh,west,UnKnown,Plot,Plot
1330,1350,35.0,2593,Sadashivpet        ,10,Vivek Kumar,east,UnKnown,Plot,Plot
1331,1320,20.58,1559,Kothur        ,10,Ashok Iyer,west,UnKnown,Plot,Plot
1332,1440,10.59,735,Shamshabad        ,10,Sreevatsan,north,UnKnown,Plot,Plot
1333,1440,10.59,736,Shamshabad        ,10,Ekayavan,east,UnKnown,Plot,Plot
1334,1800,30.0,1667,Sangareddy        ,10,Bahadurjit,east,UnKnown,Plot,Plot
1335,1800,27.0,1500,Kothur        ,10,Tanusujan,east,UnKnown,Plot,Plot
1336,1400,10.4,743,Shamshabad        ,10,Bala,east,UnKnown,Plot,Plot
1337,5200,125.0,2404,Shamshabad        ,10,Disha Singh,east,UnKnown,Plot,Plot
1338,1395,10.26,736,Shamshabad        ,10,Prasanta,north,UnKnown,Plot,Plot
1339,1350,13.5,1000,Shadnagar        ,10,Vaibav Gupta,east,UnKnown,Plot,Plot
1340,1500,14.25,950,Shadnagar        ,10,Bijay,south,UnKnown,Plot,Plot
1341,1800,32.4,1800,Tukkuguda        ,10,Preethiba,east,UnKnown,Plot,Plot
1342,1200,21.0,1750,Shadnagar        ,10,Sanjiv Pathak,north east,UnKnown,Plot,Plot
1343,4500,45.0,1000,Shadnagar        ,10,Sahithiyan,east,UnKnown,Plot,Plot
1344,1200,21.6,1800,Nandigama        ,10,Nigani,north,UnKnown,Plot,Plot
1345,2700,67.5,2500,Shankarpalli        ,10,Saddam Hussain,north,UnKnown,Plot,Plot
1346,1200,12.0,1000,Sadashivpet        ,10,Mahindra Kumar,east,UnKnown,Plot,Plot
1347,2050,27.67,1350,Ghatkesar        ,10,Kozhikkodiyon,east,UnKnown,Plot,Plot
1348,1350,40.0,2963,Sangareddy        ,10,Kailash Verma,east,UnKnown,Plot,Plot
1349,1500,46.76,3117,Shamirpet        ,10,Uma Menon,east,UnKnown,Plot,Plot
1350,2160,202.0,9375,Tellapur        ,8,SR Reddy,east,Yes,4BHK,Apartment
1351,1241,86.54,6974,Alkapur Township        ,17,Arti Bhardwaj,south,No,2BHK,Apartment
1352,2790,38.0,1362,Bibinagar        ,18,Anjali Desai,north east,UnKnown,Plot,Plot
1353,2264,129.0,5720,Bara Galli Colony        ,24,Madhumita Bhattacharjee,east,Yes,4BHK,Apartment
1354,1503,29.22,1944,Mansanpally        ,12,Tejaswi,east,UnKnown,Plot,Plot
1355,1500,46.76,3117,Shamirpet        ,10,Uma Menon,east,UnKnown,Plot,Plot
1356,1350,40.0,2963,Sangareddy        ,10,Kailash Verma,north east,UnKnown,Plot,Plot
1357,1350,21.0,1556,Ibrahimpatnam        ,10,Sagar Agarwal,north east,UnKnown,Plot,Plot
1358,311,777.0,250000,Kothur        ,10,Ramesh Singh,north east,UnKnown,Plot,Plot
1359,3600,81.0,2250,Tukkuguda        ,10,Mrugesh,east,UnKnown,Plot,Plot
1360,1650,36.3,2200,Tukkuguda        ,10,Nereshraj,north east,UnKnown,Plot,Plot
1361,2700,15.0,556,Bhuvanagiri        ,10,Anaya Sharma,north east,UnKnown,Plot,Plot
1362,2350,19.97,850,Trimulgherry        ,10,Pratvi,east,UnKnown,Plot,Plot
1363,1550,37.97,2450,Shankarpalli        ,10,Anumita,north east,UnKnown,Plot,Plot
1364,1000,10.0,1000,Sadashivpet        ,10,Purshottam,east,UnKnown,Plot,Plot
1365,1200,17.4,1450,Shadnagar        ,10,Kalaivathanan,west,UnKnown,Plot,Plot
1366,5000,120.0,2400,Shamshabad        ,10,Vinay Gupta,north east,UnKnown,Plot,Plot
1367,1530,11.25,736,Shamshabad        ,10,Barindra,east,UnKnown,Plot,Plot
1368,1323,35.27,2667,Shadnagar        ,10,Vijaynti,east,UnKnown,Plot,Plot
1369,5200,155.0,2981,Shamshabad        ,10,Shobha Verma,east,UnKnown,Plot,Plot
1370,5600,135.0,2411,Shamshabad        ,10,Shilpa Jain,east,UnKnown,Plot,Plot
1371,1500,41.0,2733,Tukkuguda        ,11,Yadavalligopi,east,UnKnown,Plot,Plot
1372,2130,391.0,18357,Nanakramguda        ,12,Ramana,north east,No,5BHK,Apartment
1373,1210,227.0,18760,Nanakramguda        ,12,Ramana,east,Yes,3BHK,Apartment
1374,700,37.0,5286,Isnapur        ,16,Ramkoti,east,Yes,2BHK,Apartment
1375,1467,29.66,2022,Vijayawada Highway        ,16,daya,east,UnKnown,Plot,Plot
1376,1176,59.67,5074,Adibatla        ,3,RAVULA RAMBABU,east,Yes,2BHK,Apartment
1377,821,54.5,6638,Adibatla        ,3,RAVULA RAMBABU,north east,No,2BHK,Apartment
1378,1176,63.5,5400,Adibatla        ,3,RAVULA RAMBABU,east,No,2BHK,Apartment
1379,760,36.0,4737,Safilguda        ,7,Kritika Choudhury,east,No,2BHK,Apartment
1380,920,82.0,8913,Chanda Nagar        ,4,Asha,east,Yes,2BHK,Apartment
1381,1284,67.5,5257,Sainikpuri        ,11,Athesh,north,No,3BHK,Apartment
1382,1535,126.0,8250,Azad Nagar        ,19,Shrikant Bhardwaj,north,No,3BHK,Apartment
1383,1174,96.82,8247,Uppal        ,17,Sonia Sharma,north east,No,3BHK,Apartment
1384,819,42.82,5229,Narapally        ,19,Mohammad Yasir,east,Yes,2BHK,Apartment
1385,5200,813.0000000000001,15635,Puppalaguda        ,16,Full basket Property services pvt limited,east,Yes,4BHK,Apartment
1386,939,85.0,9052,Moti Nagar        ,16,Full basket Property services pvt limited,east,No,2BHK,Apartment
1387,1399,271.0,19371,Kokapet        ,16,Full basket Property services pvt limited,north,Yes,4BHK,Apartment
1388,1722,255.0,14808,Kokapet        ,16,Full basket Property services pvt limited,east,Yes,3BHK,Apartment
1389,2799,367.0,13112,Khanapur        ,16,Full basket Property services pvt limited,north east,Yes,4BHK,Apartment
1390,3040,475.0,15625,Puppalaguda        ,16,Full basket Property services pvt limited,east,Yes,3BHK,Apartment
1391,1471,131.0,8906,Ameenpur        ,16,Full basket Property services pvt limited,east,Yes,3BHK,Apartment
1392,4980,933.0,18735,Kokapet        ,16,Full basket Property services pvt limited,north,Yes,4BHK,Apartment
1393,1078,128.0,11874,Ameenpur        ,16,Full basket Property services pvt limited,east,No,2BHK,Apartment
1394,1035,212.0,20483,Kokapet        ,16,Full basket Property services pvt limited,north,Yes,3BHK,Apartment
1395,3350,506.0,15104,Kokapet        ,16,Full basket Property services pvt limited,west,No,4BHK,Apartment
1396,2745,247.00000000000003,8998,Rajendra Nagar        ,16,Full basket Property services pvt limited,east,No,4BHK,Apartment
1397,939,170.0,18104,Moti Nagar        ,16,Full basket Property services pvt limited,north east,No,3BHK,Apartment
1398,960,82.0,8542,Khairatabad        ,12,Sunil Kumar Singh,east,Yes,2BHK,Apartment
1399,800,75.0,9375,Padma Rao Nagar        ,12,Sunil Kumar Singh,north,Yes,2BHK,Apartment
1400,1400,120.0,8571,Kompally        ,12,Sunil Kumar Singh,east,Yes,3BHK,Apartment
1401,1088,48.0,4412,Bowenpally        ,12,Sunil Kumar Singh,east,Yes,2BHK,Apartment
1402,864,80.0,9259,Ashok Nagar Colony        ,12,Sunil Kumar Singh,north east,Yes,2BHK,Apartment
1403,1216,130.0,10691,West Marredpally        ,12,Sunil Kumar Singh,east,Yes,3BHK,Apartment
1404,4850,415.00000000000006,8557,Puppalaguda        ,40,Marketing Team,east,Yes,3BHK,Apartment
1405,4060,640.0,15764,Khanapur        ,40,Marketing Team,north,Yes,4BHK,Apartment
1406,6550,560.0,8550,Puppalaguda        ,40,Marketing Team,north,No,4BHK,Apartment
1407,1800,204.0,11333,Kapra        ,6,subrahmanyam,east,Yes,3BHK,Villa
1408,1056,57.23,5420,Kollur        ,4,Darshan Nair,east,Yes,2BHK,Apartment
1409,1541,138.0,8994,Lingampally        ,11,Anuran,north east,No,3BHK,Apartment
1410,1800,64.0,3556,Srisailam Highway        ,3,venkat,east,UnKnown,Plot,Plot
1411,2150,117.0,5468,Raziya Complex        ,11,Belavardhana,east,No,4BHK,Apartment
1412,1056,67.2,6364,Quthbullapur        ,31,Maralika,north,Yes,2BHK,Apartment
1413,2405,151.0,6300,Anjanadri Nagar        ,19,Dhinakaran,east,No,4BHK,Villa
1414,1128,71.1,6303,Meerpet        ,10,Shruti Singh,north east,No,2BHK,Apartment
1415,1584,28.5,1799,Kadthal        ,12,Yadavalligopi,south,UnKnown,Plot,Plot
1416,1800,17.0,944,Vijayawada Highway        ,26,PROPERTY ADVISOR,east,UnKnown,Plot,Plot
1417,1800,19.0,1056,Vijayawada Highway        ,26,PROPERTY ADVISOR,east,UnKnown,Plot,Plot
1418,1800,19.0,1056,Vijayawada Highway        ,26,PROPERTY ADVISOR,south,UnKnown,Plot,Plot
1419,1800,17.0,944,Choutuppal        ,26,PROPERTY ADVISOR,east,UnKnown,Plot,Plot
1420,751,43.65,5812,Kukatpally        ,10,Beeshna,west,No,2BHK,Apartment
1421,1620,154.0,9521,Miyapur        ,10,Sanjit Misra,east,Yes,3BHK,Apartment
1422,1523,140.0,9192,Miyapur        ,10,Jugisri,east,Yes,3BHK,Apartment
1423,960,72.0,7500,Kukatpally        ,10,Samatha,east,Yes,2BHK,Apartment
1424,1200,65.0,5417,Mallapur        ,12,Sunil Kumar Singh,east,No,2BHK,Villa
1425,2552,290.0,11364,Mamidipally        ,9,UnKnown,west,Yes,4BHK,Villa
1426,2130,267.0,12559,Kondapur        ,13,Ramana,east,Yes,5BHK,Apartment
1427,1366,72.73,5325,Kollur        ,4,Pradeep Reddy,east,Yes,2BHK,Apartment
1428,2261,117.0,5196,Kollur        ,4,Swati Patel,east,Yes,3BHK,Apartment
1429,1800,206.0,11444,Kapra        ,6,subrahmanyam,east,Yes,3BHK,Villa
1430,1350,13.5,1000,Yadagirigutta        ,11,Damiya,south,UnKnown,Plot,Plot
1431,1350,17.55,1300,Bhuvanagiri        ,11,Niveen,east,UnKnown,Plot,Plot
1432,1350,21.45,1589,Bhuvanagiri        ,11,Sohan Sharma,south,UnKnown,Plot,Plot
1433,2937,52.86,1800,Bhongir        ,11,Shidh,east,UnKnown,Plot,Plot
1434,2618,49.45,1889,Yadagirigutta        ,11,Dave Milan Singh,west,UnKnown,Plot,Plot
1435,1500,12.0,800,Srisailam Highway        ,11,Arun Sethi,east,UnKnown,Plot,Plot
1436,1800,19.8,1100,Srisailam Highway        ,11,Anurag Mehta,east,UnKnown,Plot,Plot
1437,1350,17.55,1300,Bhongir        ,11,Ravinath,north east,UnKnown,Plot,Plot
1438,1045,18.0,1722,Sadashivpet        ,11,Bhojpal,east,UnKnown,Plot,Plot
1439,1377,19.27,1400,Subhan Colony        ,11,Nisitha,east,UnKnown,Plot,Plot
1440,1800,50.0,2778,Kandi        ,3,venkat,east,UnKnown,Plot,Plot
1441,980,32.0,3265,Mettuguda        ,25,Pranav Tiwari,east,Yes,2BHK,Apartment
1442,1503,52.44,3489,Kongara Kalan        ,60,rajesh.degala,east,UnKnown,Plot,Plot
1443,1200,102.0,8580,Koh E Sar Colony        ,2,Syed Mani,west,Yes,2BHK,Apartment
1444,1475,97.35,6600,Vasantha Nagar        ,24,Maria,east,Yes,3BHK,Apartment
1445,1350,17.55,1300,Bhuvanagiri        ,11,Niveen,east,UnKnown,Plot,Plot
1446,1350,21.45,1589,Bhuvanagiri        ,11,Sohan Sharma,east,UnKnown,Plot,Plot
1447,1350,17.55,1300,Bhongir        ,11,Ravinath,east,UnKnown,Plot,Plot
1448,3600,44.0,1222,Sangareddy        ,11,Sarukashan,east,UnKnown,Plot,Plot
1449,3600,44.0,1222,Sangareddy        ,11,Vikrant,east,UnKnown,Plot,Plot
1450,2618,49.45,1889,Yadagirigutta        ,11,Dave Milan Singh,east,UnKnown,Plot,Plot
1451,1350,13.5,1000,Yadagirigutta        ,11,Damiya,east,UnKnown,Plot,Plot
1452,1350,28.87,2139,Kadthal        ,11,Afzal Ali,north east,UnKnown,Plot,Plot
1453,1350,30.37,2250,Shadnagar        ,11,Kavilan,east,UnKnown,Plot,Plot
1454,2000,55.0,2750,Shadnagar        ,11,Dinabandhu,north,UnKnown,Plot,Plot
1455,1045,18.0,1722,Sadashivpet        ,11,Bhojpal,east,UnKnown,Plot,Plot
1456,1503,30.06,2000,Shadnagar        ,11,Lithyani,north,UnKnown,Plot,Plot
1457,1800,19.8,1100,Srisailam Highway        ,11,Anurag Mehta,east,UnKnown,Plot,Plot
1458,1500,12.0,800,Srisailam Highway        ,11,Arun Sethi,north east,UnKnown,Plot,Plot
1459,2937,52.86,1800,Bhongir        ,11,Shidh,east,UnKnown,Plot,Plot
1460,1200,13.5,1125,Srisailam Highway        ,11,Akash Sethi,east,UnKnown,Plot,Plot
1461,1350,21.75,1611,Bibinagar        ,11,Sakshi Sharma,north east,UnKnown,Plot,Plot
1462,4500,57.82,1285,Maheshwaram        ,11,Chuman,east,UnKnown,Plot,Plot
1463,3600,39.99,1111,Yadagirigutta        ,11,Danniya,east,UnKnown,Plot,Plot
1464,5062,105.0,2090,Sadashivpet        ,11,Rina Devi,west,UnKnown,Plot,Plot
1465,1647,26.53,1611,Bibinagar        ,11,Utkarsh Gupta,north east,UnKnown,Plot,Plot
1466,1350,30.37,2250,Farooq Nagar        ,11,Donny,east,UnKnown,Plot,Plot
1467,1503,66.8,4444,Vanasthalipuram        ,11,Bhatrashree,north,UnKnown,Plot,Plot
1468,1800,21.6,1200,Kothur        ,11,Daveed,east,UnKnown,Plot,Plot
1469,3600,39.99,1111,Shadnagar        ,11,Dara,east,UnKnown,Plot,Plot
1470,1800,50.0,2778,Kandi        ,3,venkat,east,UnKnown,Plot,Plot
1471,925,57.02,6165,Mallareddy Nagar-Alwal        ,11,Pavan Kumar Aggarwal,east,Yes,2BHK,Apartment
1472,2099,243.00000000000003,11624,Kokapet        ,28,Devanshi Dubey,east,Yes,3BHK,Apartment
1473,1206,126.0,10448,Warasiguda        ,24,Sujay Singh,east,Yes,3BHK,Apartment
1474,1016,62.86,6188,Chandrapuri Colony-Kapra        ,17,Chhaya Singh,east,No,3BHK,Apartment
1475,1800,21.6,1200,Kothur        ,11,Daveed,east,UnKnown,Plot,Plot
1476,3600,39.99,1111,Shadnagar        ,11,Dara,east,UnKnown,Plot,Plot
1477,1647,26.53,1611,Bibinagar        ,11,Utkarsh Gupta,east,UnKnown,Plot,Plot
1478,1503,30.06,2000,Farooq Nagar        ,11,Adrienne,north,UnKnown,Plot,Plot
1479,3600,158.0,4400,Patancheru        ,11,Kavipriya,east,UnKnown,Plot,Plot
1480,1202,72.63,6043,Pragathi Nagar-Kukatpally        ,11,Karmala,north east,Yes,3BHK,Apartment
1481,1125,24.75,2200,Maheshwaram        ,11,Damini Mehta,north east,UnKnown,Plot,Plot
1482,2970,39.59,1333,Bhuvanagiri        ,11,Lashonthan,east,UnKnown,Plot,Plot
1483,1611,21.47,1333,Bhuvanagiri        ,11,Bandana,east,UnKnown,Plot,Plot
1484,945,10.0,1058,Mumbai Highway        ,11,Nivaajini,east,UnKnown,Plot,Plot
1485,1400,16.99,1214,Tukkuguda        ,11,Pitambara,south,UnKnown,Plot,Plot
1486,3420,15.2,444,Bhuvanagiri        ,11,vanivas1017,east,UnKnown,Plot,Plot
1487,2160,68.4,3167,Medchal        ,14,PV Srinvasulu,east,UnKnown,Plot,Plot
1488,966,57.09,5911,Ameerpet        ,4,Brahamjeet,south,Yes,2BHK,Apartment
1489,986,72.8,7383,Allapur        ,4,Changari,east,No,2BHK,Apartment
1490,2669,197.0,7386,Madhapur        ,4,Bindu Agarwal,east,Yes,3BHK,Apartment
1491,937,69.22,7388,Ramanthapur        ,4,Ch Narayan Murty,east,Yes,2BHK,Apartment
1492,2136,242.0,11362,Kothaguda        ,4,Bjrconstrutions,east,Yes,3BHK,Apartment
1493,757,59.85,7907,Upparpalli        ,4,Chirag Joshi,north east,No,2BHK,Apartment
1494,1099,72.44,6592,Gajularamaram        ,4,Chaaru,south,No,2BHK,Apartment
1495,4664,700.0,15009,Serilingampally        ,4,Chandra Shekar,west,Yes,4BHK,Apartment
1496,1146,57.28,4999,Indresham        ,4,Chaitanya Rao,east,No,3BHK,Apartment
1497,986,100.0,10223,Khanamet        ,4,Chellamma,west,Yes,2BHK,Apartment
1498,1017,98.26,9662,Nallakunta        ,4,Chaitanya Mehta,east,Yes,2BHK,Apartment
1499,1509,80.6,5342,Bolaram Nagar        ,4,Boomigha,east,Yes,3BHK,Apartment
1500,1647,29.28,1778,Sultanpur        ,3,Mazhar Ullah,east,UnKnown,Plot,Plot
1501,1536,102.0,6650,Hafeezpet        ,19,Ynharish,north,Yes,3BHK,Apartment
1502,1108,43.67,3942,Vanasthalipuram Phase I        ,19,Abhinav,north,Yes,2BHK,Apartment
1503,1065,54.45,5113,Pocharam        ,27,Burhan Surti,east,Yes,2BHK,Apartment
1504,1494,117.0,7884,Arvind Nagar-Old Malakpet        ,11,Suryanath Pal,east,Yes,3BHK,Apartment
1505,1099,72.44,6592,Gajularamaram        ,4,Chaaru,east,Yes,2BHK,Apartment
1506,4664,700.0,15009,Serilingampally        ,4,Chandra Shekar,east,Yes,4BHK,Apartment
1507,1146,57.28,4999,Indresham        ,4,Chaitanya Rao,north east,No,3BHK,Apartment
1508,1509,80.6,5342,Bolaram Nagar        ,4,Boomigha,east,No,3BHK,Apartment
1509,1017,98.26,9662,Nallakunta        ,4,Chaitanya Mehta,east,No,2BHK,Apartment
1510,1410,85.28,6048,Gachibowli        ,10,Variska,north,No,3BHK,Apartment
1511,2479,223.0,9022,Hi Tech City        ,10,Vishaal,north east,Yes,3BHK,Apartment
1512,552,29.37,5322,Miyapur        ,10,Aventhiga,north east,Yes,1BHK,Apartment
1513,1138,103.0,9116,Hi Tech City        ,10,Anunitha,east,Yes,2BHK,Apartment
1514,1027,78.0,7595,Kukatpally        ,10,Dhanushree,east,Yes,2BHK,Apartment
1515,1142,88.4,7741,Nizampet        ,10,Vijay Sharma,east,Yes,2BHK,Apartment
1516,1250,94.5,7560,Vengal Rao Nagar        ,10,Uday Menon,west,Yes,2BHK,Apartment
1517,943,58.2,6172,Kukatpally        ,10,Narujan,east,No,3BHK,Apartment
1518,1245,75.0,6024,Bandlaguda        ,10,Thangathurai,east,Yes,3BHK,Apartment
1519,1135,76.5,6740,Manikonda        ,10,Mithiraan,east,No,2BHK,Apartment
1520,2340,254.0,10896,Hi Tech City        ,10,Parmita Ray,east,No,4BHK,Apartment
1521,938,38.42,4096,Sangareddy        ,10,Niveda,north east,Yes,2BHK,Apartment
1522,1256,81.64,6500,Miyapur        ,10,Ghanan,north east,Yes,3BHK,Apartment
1523,1621,100.0,6191,Gachibowli        ,10,Athalia,east,No,3BHK,Apartment
1524,902,39.22,4348,Nagaram        ,10,Deepa Singh,north east,No,2BHK,Apartment
1525,766,41.67,5440,Miyapur        ,10,Lashithan,east,Yes,2BHK,Apartment
1526,1040,34.0,3269,Patancheru        ,10,Nanthira,east,Yes,2BHK,Apartment
1527,857,46.0,5368,Patancheru        ,10,Bina,east,No,2BHK,Apartment
1528,2432,231.0,9538,Hi Tech City        ,10,Sandesh,north,Yes,3BHK,Apartment
1529,1800,180.0,10000,Bala Nagar        ,21,K P Raju,north east,Yes,3BHK,Apartment
1530,1112,105.0,9442,Tellapur        ,8,SR Reddy,east,Yes,2BHK,Apartment
1531,1310,115.0,8800,Toli Chowki        ,10,Vinay,east,No,2BHK,Apartment
1532,1412,45.78,3242,Narne Estates        ,17,Balasaran,east,Yes,3BHK,Apartment
1533,1340,75.37,5625,Osman Nagar        ,27,Pranav Gupta,north east,Yes,3BHK,Apartment
1534,1053,76.35,7251,Bachupally        ,27,Bijoy Singh,east,Yes,2BHK,Apartment
1535,1285,99.06,7709,Tellapur        ,11,Vasudha Kumar,east,Yes,3BHK,Apartment
1536,924,51.04,5524,Alwal        ,11,Budhan Paswan,east,No,2BHK,Apartment
1537,1925,60.99,3168,Medchal        ,14,PV Srinvasulu,east,UnKnown,Plot,Plot
1538,1650,52.15,3161,Medchal        ,14,PV Srinvasulu,east,UnKnown,Plot,Plot
1539,842,50.52,6000,Bolarum        ,13,Ramana,north,Yes,2BHK,Apartment
1540,1056,56.4,5341,Dulapally        ,4,Carmen,north,Yes,2BHK,Apartment
1541,954,83.46,8749,Lakdikapul        ,4,Brahmavaadini,north east,Yes,2BHK,Apartment
1542,1185,134.0,11367,Kavadiguda        ,4,Chirag Rao,east,Yes,3BHK,Apartment
1543,1621,92.1,5682,Yapral        ,4,Chaitreyesh,east,Yes,3BHK,Apartment
1544,418,26.0,6220,Yadagirigutta        ,4,Cherise,east,Yes,1BHK,Apartment
1545,1056,72.0,6818,Budwel        ,4,Chetri,east,No,2BHK,Apartment
1546,1104,78.0,7065,Nizampet        ,10,Varnaja,east,Yes,2BHK,Apartment
1547,1284,97.5,7593,Kukatpally        ,10,Miss Manisha,north east,No,3BHK,Apartment
1548,1547,118.0,7647,Nizampet        ,10,Rajeeshka,east,Yes,3BHK,Apartment
1549,2200,212.0,9658,Hi Tech City        ,10,Venmalar,east,No,3BHK,Apartment
1550,1800,46.0,2556,Kandukur        ,13,Srinivasulu,east,UnKnown,Plot,Plot
1551,1800,58.0,3222,Nadargul        ,13,Srinivasulu,east,UnKnown,Plot,Plot
1552,2178,127.0,5845,Bank Colony-Kapra        ,2,Tiru,east,Yes,3BHK,Apartment
1553,1016,55.23,5437,Kollur        ,4,Seema Sharma,east,Yes,2BHK,Apartment
1554,1511,82.6,5467,Moosarambagh        ,11,Rupang,east,Yes,3BHK,Apartment
1555,1150,76.87,6685,Moosarambagh        ,11,Ruthrangan,east,No,3BHK,Apartment
1556,1498,165.0,11015,Hakimpet        ,11,Neyaamika,north,Yes,3BHK,Apartment
1557,2935,302.0,10310,Chengicherla        ,4,Caarthiga,east,UnKnown,Plot,Plot
1558,1426,150.0,10519,Nadargul        ,4,Chhoti,east,Yes,3BHK,Villa
1559,1901,270.0,14203,Kollur        ,4,Bindu Iyer,east,Yes,3BHK,Villa
1560,1884,177.0,9395,Tellapur        ,8,SR Reddy,east,Yes,3BHK,Apartment
1561,1700,76.5,4500,Nawab Saheb Kunta        ,10,Vandana Mehta,east,Yes,3BHK,Apartment
1562,1400,107.0,7700,Sri Ram Nagar        ,19,Mriganka,east,Yes,3BHK,Apartment
1563,1137,58.75,5167,Gopalnagar Society        ,17,Chirag Kumar,east,Yes,2BHK,Apartment
